Institution,State,Institution Type,MSI,10yr Earnings Premium,Meets Threshold 1
Liceo de Arte y Tecnologia,PR,2-Year,Non-MSI,26733,FALSE
Modern Hairstyling Institute-Bayamon,PR,Less-than-2-year,Non-MSI,17105,FALSE
Modern Hairstyling Institute-Arecibo,PR,Less-than-2-year,Non-MSI,15266,FALSE
NUC University,PR,4-year,Non-MSI,24785,FALSE
Ponce Health Sciences University,PR,4-year,Non-MSI,NA,NA
University of Puerto Rico-Aguadilla,PR,4-year,HSI,27997,FALSE
University of Puerto Rico-Arecibo,PR,4-year,HSI,30512,FALSE
University of Puerto Rico-Bayamon,PR,4-year,HSI,34409,FALSE
University of Puerto Rico-Carolina,PR,4-year,HSI,30626,FALSE
University of Puerto Rico at Cayey,PR,4-year,HSI,30958,FALSE
University of Puerto Rico-Humacao,PR,4-year,HSI,29521,FALSE
University of Puerto Rico-Utuado,PR,4-year,HSI,23906,FALSE
University of Puerto Rico-Mayaguez,PR,4-year,HSI,48992,FALSE
University of Puerto Rico-Medical Sciences,PR,4-year,HSI,45953,FALSE
University of Puerto Rico at Ponce,PR,4-year,HSI,31394,FALSE
University of Puerto Rico-Rio Piedras,PR,4-year,HSI,35723,FALSE
Universidad Ana G. Mendez-Carolina Campus,PR,4-year,HSI,24328,FALSE
Universidad del Sagrado Corazon,PR,4-year,HSI,31754,FALSE
Seminario Evangelico de Puerto Rico,PR,4-year,Non-MSI,NA,NA
Universidad Central Del Caribe,PR,4-year,HSI,31468,FALSE
Universidad Politecnica de Puerto Rico,PR,4-year,HSI,47540,FALSE
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,4-year,HSI,24908,FALSE
Universidad Ana G. Mendez-Gurabo Campus,PR,4-year,HSI,26223,FALSE
College of Micronesia-FSM,FM,4-year,AANAPII,24651,FALSE
Palau Community College,PW,2-Year,AANAPII,29898,FALSE
University of the Virgin Islands,VI,4-year,HBCU,38681,FALSE
Stanford University,CA,4-year,Non-MSI,124080,TRUE
Purdue University-Main Campus,IN,4-year,Non-MSI,72424,TRUE
Blue Hills Regional Technical School,MA,Less-than-2-year,Non-MSI,NA,NA
Parker University,TX,4-year,Non-MSI,42091,FALSE
EDP University of Puerto Rico Inc-San Juan,PR,4-year,HSI,22844,FALSE
ICPR Junior College,PR,2-Year,Non-MSI,18694,FALSE
City College-Hollywood,FL,4-year,Non-MSI,34938,FALSE
Meridian College,FL,2-Year,Non-MSI,33735,FALSE
Georgia State University-Perimeter College,GA,2-Year,PBI,47384,FALSE
Georgia Piedmont Technical College,GA,2-Year,PBI,34619,FALSE
ETI School of Skilled Trades,IL,Less-than-2-year,Non-MSI,52800,FALSE
Traxlers School of Hair,MS,Less-than-2-year,Non-MSI,16249,FALSE
Warren County Community College,NJ,2-Year,Non-MSI,43359,FALSE
St. John's College,NM,4-year,Non-MSI,44985,TRUE
Bais Medrash Elyon,NY,4-year,Non-MSI,NA,NA
Antioch University-Los Angeles,CA,4-year,Non-MSI,51541,FALSE
Antioch University-Santa Barbara,CA,4-year,HSI,51541,FALSE
Antioch University-New England,NH,4-year,Non-MSI,51541,FALSE
Antioch University-Seattle,WA,4-year,Non-MSI,51541,FALSE
Antioch University,OH,4-year,Non-MSI,51541,TRUE
Mid-America Christian University,OK,4-year,Non-MSI,46116,TRUE
Miller-Motte College-Tulsa,OK,2-Year,Non-MSI,31102,FALSE
Ponca City Beauty College,OK,Less-than-2-year,Non-MSI,15872,FALSE
Francis Tuttle Technology Center,OK,Less-than-2-year,Non-MSI,32996,FALSE
Central Technology Center,OK,Less-than-2-year,Non-MSI,36351,FALSE
Carrington College-Portland,OR,Less-than-2-year,Non-MSI,36625,FALSE
Career Technology Center of Lackawanna County,PA,Less-than-2-year,Non-MSI,45555,FALSE
Houston Graduate School of Theology,TX,4-year,Non-MSI,NA,NA
Palo Alto College,TX,2-Year,HSI,37448,FALSE
Sebring Career Schools-Huntsville,TX,Less-than-2-year,Non-MSI,16566,FALSE
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,TX,Less-than-2-year,Non-MSI,24450,FALSE
Central Texas Beauty College-Round Rock,TX,Less-than-2-year,Non-MSI,23338,FALSE
HJ International Graduate School for Peace and Public Leadership,NY,4-year,Non-MSI,NA,NA
Athens Technical College,GA,2-Year,Non-MSI,35951,FALSE
GateWay Community College-Central City,AZ,Less-than-2-year,Non-MSI,46147,FALSE
Carrington College-San Leandro Campus,CA,2-Year,Non-MSI,39633,FALSE
Headmasters School of Hair Design,ID,Less-than-2-year,Non-MSI,17707,FALSE
The Salon Professional Academy-Nampa,ID,Less-than-2-year,Non-MSI,18095,FALSE
Beckfield College-Florence,KY,4-year,Non-MSI,37114,FALSE
Dorsey College-Wayne,MI,Less-than-2-year,Non-MSI,29392,FALSE
Ecumenical Theological Seminary,MI,4-year,Non-MSI,NA,NA
Ross Medical Education Center-Saginaw,MI,Less-than-2-year,Non-MSI,30060,FALSE
Sussex County Community College,NJ,2-Year,Non-MSI,44664,FALSE
Landmark College,VT,4-year,Non-MSI,29813,FALSE
Yeshiva Gedolah of Greater Detroit,MI,4-year,Non-MSI,NA,NA
Collin County Community College District,TX,4-year,Non-MSI,48701,FALSE
Owensboro Community and Technical College,KY,2-Year,Non-MSI,35798,FALSE
Allure Beauty College,KY,Less-than-2-year,Non-MSI,NA,NA
Cloyd's Beauty School 3 Inc,LA,Less-than-2-year,Non-MSI,15105,FALSE
Moore Norman Technology Center,OK,2-Year,Non-MSI,34000,FALSE
Fayette County Career & Technical Institute Practical Nursing Program,PA,Less-than-2-year,Non-MSI,49229,FALSE
Franklin County Career and Technology Center,PA,Less-than-2-year,Non-MSI,54747,TRUE
Paul Mitchell the School-Knoxville,TN,Less-than-2-year,Non-MSI,26260,FALSE
Ogle School Hair Skin Nails-Hurst,TX,Less-than-2-year,Non-MSI,31488,FALSE
Tennessee College of Applied Technology Nashville,TN,2-Year,Non-MSI,38955,FALSE
ECPI University,VA,4-year,Non-MSI,42837,FALSE
Ms Roberts Academy of Beauty Culture,IL,Less-than-2-year,Non-MSI,24535,FALSE
Paul Mitchell the School-Houston,TX,Less-than-2-year,Non-MSI,27384,FALSE
Fortis Institute-Forty Fort,PA,2-Year,Non-MSI,30224,FALSE
Laurel Business Institute,PA,2-Year,Non-MSI,30819,FALSE
Aviation Institute of Maintenance-Philadelphia,PA,2-Year,Non-MSI,42785,FALSE
Dorsey College-Roseville,MI,Less-than-2-year,Non-MSI,29392,FALSE
Moler-Pickens Beauty Academy,OH,Less-than-2-year,Non-MSI,22137,FALSE
Red River Technology Center,OK,Less-than-2-year,Non-MSI,31415,FALSE
Southern Union State Community College,AL,2-Year,Non-MSI,36597,FALSE
South University-Columbia,SC,4-year,Non-MSI,34421,FALSE
Clinton Technical School,MO,Less-than-2-year,Non-MSI,53451,TRUE
Greene County Career and Technology Center,PA,Less-than-2-year,Non-MSI,34231,FALSE
Lac Courte Oreilles Ojibwe University,WI,4-year,TRIBAL,24302,FALSE
Diesel Driving Academy-Shreveport,LA,Less-than-2-year,Non-MSI,38740,FALSE
Pima Medical Institute-Mesa,AZ,2-Year,Non-MSI,38673,FALSE
Platt College-Los Angeles,CA,4-year,Non-MSI,40669,FALSE
Platt College-Aurora,CO,4-year,Non-MSI,77602,TRUE
Paul Mitchell the School-Boise,ID,Less-than-2-year,Non-MSI,25719,FALSE
Educators of Beauty College of Cosmetology-Rockford,IL,Less-than-2-year,Non-MSI,21463,FALSE
Northwestern College,IL,4-year,Non-MSI,37871,FALSE
Douglas J Aveda Institute,MI,2-Year,Non-MSI,26849,FALSE
Ross Medical Education Center-Brighton,MI,Less-than-2-year,Non-MSI,29898,FALSE
Ross Medical Education Center-Ann Arbor,MI,Less-than-2-year,Non-MSI,29898,FALSE
Dorsey School of Beauty,MI,Less-than-2-year,Non-MSI,13256,FALSE
Pike-Lincoln Technical Center,MO,Less-than-2-year,Non-MSI,48581,TRUE
West Virginia Junior College-United Career Institute,PA,2-Year,Non-MSI,31912,FALSE
St Charles Community College,MO,2-Year,Non-MSI,42422,FALSE
University of Massachusetts Global,CA,4-year,Non-MSI,65703,TRUE
New College of Florida,FL,4-year,Non-MSI,48082,TRUE
Montana Bible College,MT,4-year,Non-MSI,NA,NA
Conservatory of Recording Arts and Sciences,AZ,Less-than-2-year,Non-MSI,37429,FALSE
Adrian's Beauty College of Turlock,CA,Less-than-2-year,Non-MSI,18199,FALSE
San Joaquin Valley College-Fresno,CA,2-Year,Non-MSI,38317,FALSE
Dr. Ida Rolf Institute,CO,Less-than-2-year,Non-MSI,NA,NA
Aveda Institute-Fort Myers,FL,Less-than-2-year,Non-MSI,24057,FALSE
Elizabeth Grady School of Esthetics and Massage Therapy,MA,Less-than-2-year,Non-MSI,NA,NA
Ross Medical Education Center-Port Huron,MI,Less-than-2-year,Non-MSI,30060,FALSE
Raphael's School of Beauty Culture Inc-Alliance,OH,2-Year,Non-MSI,17650,FALSE
Metro Technology Centers,OK,2-Year,Non-MSI,38830,FALSE
Luna Community College,NM,2-Year,HSI,32461,FALSE
Grabber School of Hair Design,MO,Less-than-2-year,Non-MSI,27109,FALSE
Yeshivah Gedolah Rabbinical College,FL,4-year,Non-MSI,30667,FALSE
Raphael's School of Beauty Culture Inc-Brunswick,OH,2-Year,Non-MSI,21307,FALSE
Caribbean University-Ponce,PR,4-year,HSI,22842,FALSE
Caribbean University-Vega Baja,PR,4-year,HSI,22842,FALSE
University of Advancing Technology,AZ,4-year,Non-MSI,50719,TRUE
Paradise Valley Community College,AZ,2-Year,Non-MSI,47196,FALSE
Chandler-Gilbert Community College,AZ,2-Year,HSI,51111,TRUE
Great Plains Technology Center,OK,2-Year,Non-MSI,42376,FALSE
Roane-Jackson Technical Center,WV,2-Year,Non-MSI,33982,FALSE
Pioneer Technology Center,OK,Less-than-2-year,Non-MSI,29841,FALSE
Portage Lakes Career Center,OH,Less-than-2-year,Non-MSI,38316,FALSE
Bell Mar Beauty College,IL,Less-than-2-year,Non-MSI,26222,FALSE
Caddo Kiowa Technology Center,OK,Less-than-2-year,Non-MSI,21576,FALSE
Center for Instruction Technology & Innovation,NY,Less-than-2-year,Non-MSI,NA,NA
International School of Skin Nailcare & Massage Therapy,GA,Less-than-2-year,Non-MSI,25452,FALSE
Palomar Institute of Cosmetology,CA,Less-than-2-year,Non-MSI,23451,FALSE
Southern Oklahoma Technology Center,OK,Less-than-2-year,Non-MSI,29012,FALSE
Autry Technology Center,OK,2-Year,Non-MSI,40389,FALSE
Greene County Career Center,OH,Less-than-2-year,Non-MSI,41796,FALSE
Canadian Valley Technology Center,OK,2-Year,Non-MSI,31355,FALSE
Wilkes-Barre Area Career and Technical Center Practical Nursing,PA,Less-than-2-year,Non-MSI,48705,FALSE
Meridian Technology Center,OK,2-Year,Non-MSI,34451,FALSE
Waynesville Career Center,MO,Less-than-2-year,Non-MSI,40979,FALSE
Capitol Beauty School,NE,2-Year,Non-MSI,31349,FALSE
Morris County Vocational School District,NJ,Less-than-2-year,Non-MSI,47174,FALSE
Ross Medical Education Center-Roosevelt Park,MI,Less-than-2-year,Non-MSI,30060,FALSE
Ross Medical Education Center-Kentwood,MI,Less-than-2-year,Non-MSI,30072,FALSE
South Florida Bible College and Theological Seminary,FL,4-year,Non-MSI,45354,TRUE
Cloyd's Barber School 2 Inc,LA,Less-than-2-year,Non-MSI,23220,FALSE
Universal Technical Institute of Illinois Inc,IL,2-Year,Non-MSI,52873,FALSE
Pennsylvania College of Technology,PA,4-year,Non-MSI,52567,TRUE
Commonwealth Institute of Funeral Service,TX,2-Year,Non-MSI,37786,FALSE
Delta College of Arts & Technology,LA,2-Year,Non-MSI,34222,FALSE
InterCoast Colleges-Santa Ana,CA,Less-than-2-year,Non-MSI,36089,FALSE
Stone Child College,MT,4-year,TRIBAL,24555,FALSE
New York Academy of Art,NY,4-year,Non-MSI,NA,NA
Suffolk County Community College,NY,2-Year,HSI,49907,FALSE
Las Positas College,CA,2-Year,AANAPII,51088,FALSE
Blades School of Hair Design,MD,Less-than-2-year,Non-MSI,20583,FALSE
Ogeechee Technical College,GA,2-Year,Non-MSI,31248,FALSE
Remington College-Mobile Campus,AL,2-Year,Non-MSI,31349,FALSE
Southern Technical College,FL,4-year,Non-MSI,36155,FALSE
Mercy-St Luke's School of Radiologic Technology,IA,2-Year,Non-MSI,NA,NA
Southwest Acupuncture College-Santa Fe,NM,4-year,Non-MSI,NA,NA
Northwest Technology Center-Alva,OK,Less-than-2-year,Non-MSI,32501,FALSE
Mercer County Career Center,PA,Less-than-2-year,Non-MSI,49088,FALSE
California State University-San Marcos,CA,4-year,AANAPII,62908,TRUE
Hairmasters Institute of Cosmetology,IL,Less-than-2-year,Non-MSI,19594,FALSE
Tricoci University of Beauty Culture LLC-Bloomington,IN,Less-than-2-year,Non-MSI,27925,FALSE
Interactive College of Technology-Newport,KY,2-Year,Non-MSI,27065,FALSE
Miller-Motte College-McCann-Monroe,LA,2-Year,Non-MSI,31102,FALSE
Ross Medical Education Center-Taylor,MI,Less-than-2-year,Non-MSI,30481,FALSE
National Tractor Trailer School Inc-Liverpool,NY,Less-than-2-year,Non-MSI,42217,FALSE
Interactive College of Technology,TX,2-Year,Non-MSI,27182,FALSE
Butler Beauty Academy-New Castle Beauty Academy,PA,Less-than-2-year,Non-MSI,23003,FALSE
NorthWest Arkansas Community College,AR,2-Year,Non-MSI,43505,TRUE
H W Brewster Technical College,FL,2-Year,Non-MSI,27053,FALSE
Hodges University,FL,4-year,HSI,37052,FALSE
University of St. Augustine for Health Sciences,CA,4-year,Non-MSI,79150,TRUE
Capital Area Career Center,IL,Less-than-2-year,Non-MSI,55357,TRUE
Hair Professionals Career College,IL,Less-than-2-year,Non-MSI,23417,FALSE
Empire Beauty School-Bloomfield,NJ,Less-than-2-year,Non-MSI,23925,FALSE
Southwest Technology Center,OK,Less-than-2-year,Non-MSI,48966,TRUE
Western Area Career & Technology Center,PA,Less-than-2-year,Non-MSI,43189,FALSE
Hussian College-Daymar College Clarksville,TN,4-year,Non-MSI,28806,FALSE
Nossi College of Art and Design,TN,4-year,Non-MSI,35113,FALSE
Seguin Beauty School-New Braunfels,TX,Less-than-2-year,Non-MSI,21891,FALSE
Pima Medical Institute-Seattle,WA,2-Year,Non-MSI,38673,FALSE
Mineral County Vocational Technical Center,WV,Less-than-2-year,Non-MSI,46022,TRUE
Hypnosis Motivation Institute,CA,Less-than-2-year,Non-MSI,24244,FALSE
Thanh Le College School of Cosmetology,CA,Less-than-2-year,Non-MSI,13265,FALSE
Southeastern Technical College,GA,2-Year,Non-MSI,30329,FALSE
Massachusetts School of Law,MA,4-year,Non-MSI,NA,NA
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,FL,2-Year,Non-MSI,48341,TRUE
Erwin Technical College,FL,2-Year,Non-MSI,37966,FALSE
Rosel School of Cosmetology,IL,Less-than-2-year,Non-MSI,19819,FALSE
Worsham College of Mortuary Science,IL,2-Year,Non-MSI,61574,TRUE
Bryan University,MO,4-year,Non-MSI,28725,FALSE
Oregon College of Oriental Medicine,OR,4-year,Non-MSI,NA,NA
Central Pennsylvania Institute of Science and Technology,PA,2-Year,Non-MSI,41677,FALSE
Northwest Educational Center,TX,Less-than-2-year,Non-MSI,25442,FALSE
PCI Health Training Center,TX,Less-than-2-year,Non-MSI,34096,FALSE
Hamrick School,OH,Less-than-2-year,Non-MSI,44797,FALSE
Fortis College,AL,Less-than-2-year,Non-MSI,26652,FALSE
Downey Adult School,CA,2-Year,Non-MSI,46851,FALSE
CRU Institute of Cosmetology and Barbering,CA,Less-than-2-year,Non-MSI,20125,FALSE
Modern Technology School,CA,2-Year,Non-MSI,50667,FALSE
National Career Education,CA,Less-than-2-year,Non-MSI,38015,FALSE
North-West College-Glendale,CA,Less-than-2-year,Non-MSI,37542,FALSE
Fremont University,CA,4-year,Non-MSI,39003,FALSE
Pomona Unified School District Adult and Career Education,CA,Less-than-2-year,Non-MSI,34849,FALSE
Universal College of Beauty Inc-Los Angeles 2,CA,Less-than-2-year,Non-MSI,17821,FALSE
IBMC College,CO,2-Year,Non-MSI,34432,FALSE
Avalon Institute-Aurora,CO,Less-than-2-year,Non-MSI,24367,FALSE
Academy of Cosmetology,FL,Less-than-2-year,Non-MSI,20144,FALSE
Fortis College-Smyrna,GA,2-Year,Non-MSI,36368,FALSE
Ross College-Davenport,IA,2-Year,Non-MSI,29898,FALSE
Pivot Point Academy,IL,Less-than-2-year,Non-MSI,30453,FALSE
Blalock's Professional Beauty College,LA,Less-than-2-year,Non-MSI,NA,NA
Diesel Driving Academy-Baton Rouge,LA,Less-than-2-year,Non-MSI,43011,FALSE
New England Hair Academy,MA,Less-than-2-year,Non-MSI,NA,NA
Rob Roy Academy-Worcester,MA,Less-than-2-year,Non-MSI,30033,FALSE
Upper Cape Cod Regional Technical School,MA,Less-than-2-year,Non-MSI,NA,NA
All-State Career-Baltimore,MD,Less-than-2-year,Non-MSI,33193,FALSE
Adler Graduate School,MN,4-year,Non-MSI,NA,NA
Academy of Hair Design-Jackson,MS,Less-than-2-year,Non-MSI,22284,FALSE
KC's School of Hair Design,MS,Less-than-2-year,Non-MSI,NA,NA
Lincoln Technical Institute-Moorestown,NJ,Less-than-2-year,Non-MSI,31914,FALSE
MCVSD,NJ,Less-than-2-year,Non-MSI,45062,FALSE
National Tractor Trailer School Inc-Buffalo,NY,Less-than-2-year,Non-MSI,42217,FALSE
Yeshiva Gedolah Imrei Yosef D'spinka,NY,4-year,Non-MSI,36545,FALSE
Knox County Career Center,OH,Less-than-2-year,Non-MSI,38212,FALSE
Madison Adult Career Center,OH,2-Year,Non-MSI,30941,FALSE
Remington College-Cleveland Campus,OH,2-Year,Non-MSI,31349,FALSE
Toledo Academy of Beauty Culture-East,OH,Less-than-2-year,Non-MSI,26832,FALSE
Brown & Clermont Adult Career Campuses,OH,Less-than-2-year,Non-MSI,NA,NA
Chisholm Trail Technology Center,OK,Less-than-2-year,Non-MSI,27170,FALSE
Gordon Cooper Technology Center,OK,2-Year,Non-MSI,42021,FALSE
Kiamichi Technology Center-McAlester,OK,Less-than-2-year,Non-MSI,31625,FALSE
YTI Career Institute-Altoona,PA,2-Year,Non-MSI,30188,FALSE
Eastern Center for Arts and Technology,PA,Less-than-2-year,Non-MSI,56446,TRUE
Empire Beauty School-Center City Philadelphia,PA,Less-than-2-year,Non-MSI,22377,FALSE
CEM College-Humacao,PR,4-year,Non-MSI,21033,FALSE
Colegio Mayor de Tecnologia Inc,PR,Less-than-2-year,Non-MSI,24591,FALSE
Institucion Chaviano de Mayaguez,PR,Less-than-2-year,Non-MSI,12635,FALSE
Liceo de Arte-Dise-O y Comercio,PR,Less-than-2-year,Non-MSI,15501,FALSE
Universal Technology College of Puerto Rico,PR,4-year,HSI,19878,FALSE
Academy of Hair Technology,SC,Less-than-2-year,Non-MSI,22893,FALSE
Mr Wayne's School of Unisex Hair Design,TN,Less-than-2-year,Non-MSI,23696,FALSE
Queen City College,TN,Less-than-2-year,Non-MSI,26401,FALSE
College of the Marshall Islands,MH,4-year,AANAPII,NA,NA
Remington College-Fort Worth Campus,TX,4-year,HSI,31349,FALSE
UCAS University of Cosmetology Arts & Sciences,TX,Less-than-2-year,Non-MSI,13862,FALSE
School of Automotive Machinists & Technology,TX,2-Year,Non-MSI,57529,TRUE
Nuvani Institute,TX,Less-than-2-year,Non-MSI,19484,FALSE
Nuvani Institute,TX,Less-than-2-year,Non-MSI,22354,FALSE
Texas College of Cosmetology-Abilene,TX,Less-than-2-year,Non-MSI,21685,FALSE
Centura College-Newport News,VA,Less-than-2-year,Non-MSI,25930,FALSE
Centura College-Norfolk,VA,2-Year,Non-MSI,25930,FALSE
Virginia Beach City Public Schools School of Practical Nursing,VA,Less-than-2-year,Non-MSI,NA,NA
Northwest College of Art & Design,WA,4-year,Non-MSI,31167,FALSE
University of Washington-Bothell Campus,WA,4-year,AANAPII,78466,TRUE
University of Washington-Tacoma Campus,WA,4-year,AANAPII,78466,TRUE
Huntington School of Beauty Culture,WV,2-Year,Non-MSI,24794,FALSE
Valley College-Beckley,WV,2-Year,Non-MSI,24070,FALSE
Valley College-Martinsburg,WV,4-year,Non-MSI,24900,FALSE
Bellus Academy-Poway,CA,2-Year,Non-MSI,25223,FALSE
Capstone College,CA,Less-than-2-year,Non-MSI,35348,FALSE
Central Coast College,CA,2-Year,Non-MSI,40823,FALSE
Pacific College of Health and Science,CA,4-year,Non-MSI,26209,FALSE
Artistic Nails and Beauty Academy-Tampa,FL,Less-than-2-year,Non-MSI,20948,FALSE
National Aviation Academy of Tampa Bay,FL,2-Year,Non-MSI,59029,TRUE
Madison Oneida BOCES-Practical Nursing Program,NY,Less-than-2-year,Non-MSI,41169,FALSE
College of Health Care Professions,TX,2-Year,Non-MSI,33070,FALSE
Center for Advanced Legal Studies,TX,2-Year,Non-MSI,56561,TRUE
Houston Training School-Main Campus,TX,Less-than-2-year,Non-MSI,18991,FALSE
Bay Mills Community College,MI,4-year,TRIBAL,30048,FALSE
Fond du Lac Tribal and Community College,MN,4-year,TRIBAL,45665,FALSE
Northwest Indian College,WA,4-year,TRIBAL,35447,FALSE
Provo College,UT,4-year,Non-MSI,39645,FALSE
CET-Coachella,CA,Less-than-2-year,Non-MSI,32986,FALSE
CET-Oxnard,CA,Less-than-2-year,Non-MSI,32986,FALSE
CET-Santa Maria,CA,Less-than-2-year,Non-MSI,32986,FALSE
Colorado Chinese Medicine University,CO,4-year,Non-MSI,NA,NA
Michigan College of Beauty-Troy,MI,Less-than-2-year,Non-MSI,22058,FALSE
Ogle School Hair Skin Nails-Dallas,TX,Less-than-2-year,Non-MSI,26885,FALSE
Phoenix Seminary,AZ,4-year,Non-MSI,NA,NA
Faust Institute of Cosmetology-Spirit Lake,IA,2-Year,Non-MSI,23784,FALSE
Cheeks Beauty Academy,CO,Less-than-2-year,Non-MSI,25459,FALSE
Colorado School of Healing Arts,CO,Less-than-2-year,Non-MSI,33444,FALSE
Mt. Diablo Adult Education-Mt. Diablo USD,CA,Less-than-2-year,Non-MSI,40175,FALSE
Greater Lowell Technical School,MA,Less-than-2-year,Non-MSI,NA,NA
Academy of Hair Design-Pearl,MS,Less-than-2-year,Non-MSI,19921,FALSE
Genesis Career College-Lebanon,TN,Less-than-2-year,Non-MSI,24977,FALSE
Southwest College for the Deaf,TX,2-Year,Non-MSI,38382,FALSE
Fortis College-Richmond,VA,2-Year,Non-MSI,32754,FALSE
Midwest College of Oriental Medicine-Racine,WI,4-year,Non-MSI,44136,FALSE
Hacienda La Puente Adult Education,CA,2-Year,Non-MSI,39271,FALSE
La Belle Beauty Academy,FL,Less-than-2-year,Non-MSI,16212,FALSE
